date,open,close,daily_return,average_daily_return,max_daily_return,min_daily_return,daily_return_CumSal,volume,ticker
2016-11-02,340.86,338.61,-0.660095053687731,0.4851435492030052,3.7882547559966873,-0.660095053687731,12.813301098325201,668001,BLK
2016-11-02,111.4,111.59,0.17055655296229597,0.9301691024976815,3.2439934079278294,0.17055655296229597,5.9757882348294995,28331709,AAPL
2016-11-02,190.05,188.02,-1.0681399631675879,0.8889521082593511,6.224532224532224,-1.0681399631675879,-40.344556259695004,4253382,TSLA
2016-11-02,778.2,768.7,-1.2207658699563093,0.19972844983777405,2.6676125336295793,-1.2207658699563093,-4.12713224027106,1918414,GOOG
2016-11-02,59.82,59.43,-0.6519558676028093,0.4234745420324192,3.307464892830745,-0.6519558676028093,15.974367077420437,22147005,MSFT
2016-11-01,343.36,340.96,-0.6989748369058812,0.46726597691233357,3.7882547559966873,-0.6989748369058812,13.473396152012933,796002,BLK
2016-11-01,113.46,111.49,-1.736294729420059,0.19131757824637266,3.2439934079278294,-1.736294729420059,5.805231681867204,43825812,AAPL
2016-11-01,198.04,190.79,-3.6608765905877605,0.0781663848540571,6.224532224532224,-3.6608765905877605,-39.276416296527415,7060036,TSLA
2016-11-01,782.89,783.61,0.09196694299327202,0.8310571289770483,2.6676125336295793,0.09196694299327202,-2.906366370314751,2406356,GOOG
2016-11-01,59.97,59.8,-0.28347507086877055,0.586998326125571,3.307464892830745,-0.28347507086877055,16.626322945023247,24532986,MSFT
2016-10-31,341.49,341.24,-0.0732085859029547,0.8506301906119144,3.7882547559966873,-0.0732085859029547,14.172370988918814,809108,BLK
2016-10-31,113.65,113.54,-0.09678838539375224,0.7404670346302368,3.2439934079278294,-0.09678838539375224,7.541526411287263,26419398,AAPL
2016-10-31,202.49,197.73,-2.350733369549123,0.36890134763597704,6.224532224532224,-2.350733369549123,-35.61553970593965,4692273,TSLA
2016-10-31,795.47,784.54,-1.3740304474084581,0.1729168834455481,2.6676125336295793,-1.3740304474084581,-2.998333313308023,2427284,GOOG
2016-10-31,60.16,59.92,-0.3989361702127575,0.49300901928501956,3.307464892830745,-0.3989361702127575,16.90979801589202,26434697,MSFT
2016-10-28,341.75,339.69,-0.6027798098024879,0.5091797262755052,3.7882547559966873,-0.6027798098024879,14.245579574821768,614011,BLK
2016-10-28,113.87,113.72,-0.13172916483709993,0.7229485949821783,3.2439934079278294,-0.13172916483709993,7.638314796681016,37861662,AAPL
2016-10-28,204.0,199.97,-1.975490196078432,0.5888913429506256,6.224532224532224,-1.975490196078432,-33.26480633639053,4280141,TSLA
2016-10-28,808.35,795.37,-1.6057400878332426,0.15855614717921765,2.6676125336295793,-1.6057400878332426,-1.624302865899565,4269902,GOOG
2016-10-28,60.01,59.87,-0.2332944509248468,0.6361125534481626,3.307464892830745,-0.2332944509248468,17.308734186104775,33574684,MSFT
2016-10-27,341.63,340.28,-0.395164359101959,0.6170590959839631,3.7882547559966873,-0.395164359101959,14.848359384624256,703485,BLK
2016-10-27,115.39,114.48,-0.7886298639396799,0.4310574746024483,3.2439934079278294,-0.7886298639396799,7.770043961518115,34562045,AAPL
2016-10-27,211.34,204.01,-3.46834484716571,0.14075256185101237,6.224532224532224,-3.46834484716571,-31.2893161403121,13093744,TSLA
2016-10-27,801.0,795.35,-0.7053682896379497,0.3340338613782815,2.6676125336295793,-0.7053682896379497,-0.01856277806632256,2749221,GOOG
2016-10-27,60.61,60.1,-0.8414453060551031,0.35136961139136413,3.307464892830745,-0.8414453060551031,17.542028637029624,28479856,MSFT
2016-10-26,340.18,340.15,-0.008818860603218754,0.8924364732241994,3.7882547559966873,-0.008818860603218754,15.243523743726215,1149806,BLK
2016-10-26,114.31,115.59,1.119762050564256,1.8073956270947218,3.2439934079278294,1.119762050564256,8.558673825457795,66134219,AAPL
2016-10-26,201.0,202.24,0.6169154228855767,2.16660558305989,6.224532224532224,0.6169154228855767,-27.82097129314639,5632841,TSLA
2016-10-26,806.34,799.07,-0.9016047821018405,0.2699210118018815,2.6676125336295793,-0.9016047821018405,0.6868055115716272,1647733,GOOG
2016-10-26,60.81,60.63,-0.2960039467192891,0.5611293525569065,3.307464892830745,-0.2960039467192891,18.383473943084727,29911608,MSFT
2016-10-25,342.09,341.54,-0.16077640387031322,0.7720123021593807,3.7882547559966873,-0.16077640387031322,15.252342604329433,790381,BLK
2016-10-25,117.95,118.25,0.25434506146672076,1.0397352629166252,3.2439934079278294,0.25434506146672076,7.438911774893539,48128970,AAPL
2016-10-25,202.9,202.34,-0.2759980285855112,1.542126213388159,6.224532224532224,-0.2759980285855112,-28.437886716031965,2445014,TSLA
